,sound,points,image_name,Metadata_files
485,humpback,"[[1518.7108433734938, 493.9999999999999], [1558.469879518072, 618.0963855421686]]",20181227T083004-File-26.png,20181227T083004-File-26Metadata
486,humpback,"[[1690.9999999999998, 761.4698795180722], [1730.7590361445782, 702.433734939759]]",20181227T083004-File-26.png,20181227T083004-File-26Metadata
487,humpback,"[[375.33734939759034, 995.2048192771083], [430.75903614457826, 901.2289156626505]]",20181227T083004-File-26.png,20181227T083004-File-26Metadata
488,humpback,"[[453.6506024096385, 890.3855421686746], [492.2048192771084, 987.9759036144578]]",20181227T083004-File-26.png,20181227T083004-File-26Metadata
489,humpback,"[[335.578313253012, 894.0], [366.9036144578313, 989.1807228915661]]",20181227T083004-File-26.png,20181227T083004-File-26Metadata
490,humpback,"[[945.2168674698794, 1004.8433734939758], [986.1807228915662, 897.6144578313251]]",20181227T083004-File-26.png,20181227T083004-File-26Metadata
491,humpback,"[[759.6746987951807, 997.6144578313251], [809.0722891566264, 950.6265060240962]]",20181227T083004-File-26.png,20181227T083004-File-26Metadata
492,humpback,"[[1036.7831325301204, 885.5662650602408], [1087.3855421686746, 947.0120481927711]]",20181227T083004-File-26.png,20181227T083004-File-26Metadata
493,humpback,"[[1129.5542168674697, 975.9277108433735], [1171.722891566265, 903.6385542168673]]",20181227T083004-File-26.png,20181227T083004-File-26Metadata
494,humpback,"[[1197.024096385542, 913.2771084337348], [1224.734939759036, 987.9759036144578]]",20181227T083004-File-26.png,20181227T083004-File-26Metadata
495,humpback,"[[1272.9277108433735, 980.7469879518071], [1321.1204819277107, 924.1204819277107]]",20181227T083004-File-26.png,20181227T083004-File-26Metadata
496,humpback,"[[1266.9036144578313, 867.4939759036145], [1311.4819277108434, 800.0240963855421]]",20181227T083004-File-26.png,20181227T083004-File-26Metadata
497,humpback,"[[1790.9999999999998, 998.8192771084337], [1897.024096385542, 890.3855421686746]]",20181227T083004-File-26.png,20181227T083004-File-26Metadata
498,humpback,"[[1828.3493975903614, 726.5301204819276], [1876.5421686746986, 767.4939759036143]]",20181227T083004-File-26.png,20181227T083004-File-26Metadata
499,fish,"[[447.14285714285717, 95.8095238095238], [823.3333333333334, 1014.8571428571429]]",20181227T083004-File-26.png,20181227T083004-File-26Metadata
500,fish,"[[416.1904761904762, 93.42857142857144], [316.1904761904762, 1012.4761904761906]]",20181227T083004-File-26.png,20181227T083004-File-26Metadata
501,fish,"[[1828.095238095238, 117.23809523809524], [1911.4285714285716, 1019.6190476190477]]",20181227T083004-File-26.png,20181227T083004-File-26Metadata
502,airplane,"[[1653.6506024096384, 102.433734939759], [1835.2380952380954, 1055.3333333333335]]",20181227T100004-File-0.png,20181227T100004-File-0Metadata
503,humpback,"[[433.16867469879514, 649.4216867469879], [513.8915662650602, 542.1927710843373]]",20181227T100004-File-0.png,20181227T100004-File-0Metadata
504,humpback,"[[1128.3493975903614, 650.6265060240963], [1206.6626506024095, 525.3253012048192]]",20181227T100004-File-0.png,20181227T100004-File-0Metadata
505,mooring,"[[2058.469879518072, 838.5783132530119], [2117.5060240963853, 943.3975903614457]]",20181227T100004-File-0.png,20181227T100004-File-0Metadata
506,fish,"[[309.235294117647, 86.64705882352939], [594.5294117647059, 984.4411764705881]]",20181227T100004-File-20.png,20181227T100004-File-20Metadata
507,fish,"[[630.5588235294117, 93.26470588235293], [826.8823529411765, 982.9705882352941]]",20181227T100004-File-20.png,20181227T100004-File-20Metadata
508,fish,"[[878.3529411764705, 96.9411764705882], [1181.2941176470588, 984.4411764705881]]",20181227T100004-File-20.png,20181227T100004-File-20Metadata
509,fish,"[[1316.5882352941176, 91.79411764705881], [1489.3823529411764, 977.0882352941176]]",20181227T100004-File-20.png,20181227T100004-File-20Metadata
510,humpback,"[[1784.2352941176468, 706.4999999999999], [1842.3235294117646, 613.1176470588234]]",20181227T100004-File-20.png,20181227T100004-File-20Metadata
511,humpback,"[[1930.4761904761906, 845.8095238095239], [1965.8529411764705, 632.970588235294]]",20181227T100004-File-20.png,20181227T100004-File-20Metadata
512,humpback,"[[1569.5294117647059, 647.3263305322129], [1622.470588235294, 478.2086834733893]]",20181227T100004-File-20.png,20181227T100004-File-20Metadata
513,humpback,"[[468.1084337349397, 587.9759036144577], [421.1204819277108, 545.8072289156626]]",20181227T100004-File-22.png,20181227T100004-File-22Metadata
514,humpback,"[[323.53012048192767, 825.3253012048192], [364.4939759036144, 1001.2289156626505]]",20181227T100004-File-22.png,20181227T100004-File-22Metadata
515,humpback,"[[488.5903614457831, 550.6265060240963], [524.7349397590361, 610.867469879518]]",20181227T100004-File-22.png,20181227T100004-File-22Metadata
516,humpback,"[[595.8192771084337, 755.44578313253], [671.722891566265, 673.5180722891565]]",20181227T100004-File-22.png,20181227T100004-File-22Metadata
517,humpback,"[[745.2168674698795, 969.9036144578313], [805.4578313253012, 733.7590361445782]]",20181227T100004-File-22.png,20181227T100004-File-22Metadata
518,humpback,"[[875.3373493975903, 960.2650602409637], [939.1927710843373, 715.6867469879518]]",20181227T100004-File-22.png,20181227T100004-File-22Metadata
519,humpback,"[[976.5421686746987, 856.6506024096384], [1001.8433734939758, 996.4096385542168]]",20181227T100004-File-22.png,20181227T100004-File-22Metadata
520,humpback,"[[1029.55421686747, 967.4939759036145], [1089.7951807228915, 851.8313253012047]]",20181227T100004-File-22.png,20181227T100004-File-22Metadata
521,humpback,"[[1168.5714285714287, 1012.4761904761906], [1132.857142857143, 831.5238095238096]]",20181227T100004-File-22.png,20181227T100004-File-22Metadata
522,humpback,"[[1174.1325301204818, 884.3614457831325], [1253.6506024096384, 979.5421686746986]]",20181227T100004-File-22.png,20181227T100004-File-22Metadata
523,humpback,"[[1248.8313253012047, 847.0120481927711], [1270.5180722891564, 996.4096385542168]]",20181227T100004-File-22.png,20181227T100004-File-22Metadata
524,humpback,"[[1299.433734939759, 862.6746987951806], [1341.602409638554, 979.5421686746986]]",20181227T100004-File-22.png,20181227T100004-File-22Metadata
525,humpback,"[[1535.5783132530119, 459.17498565691335], [1570.5180722891564, 603.7532989099253]]",20181227T100004-File-22.png,20181227T100004-File-22Metadata
526,airplane,"[[1636.7831325301204, 97.6144578313253], [1778.9518072289154, 1057.855421686747]]",20181227T100004-File-22.png,20181227T100004-File-22Metadata
527,humpback,"[[1804.2530120481927, 960.2650602409637], [1840.3975903614457, 872.3132530120481]]",20181227T100004-File-22.png,20181227T100004-File-22Metadata
528,humpback,"[[1942.8072289156626, 894.0], [1970.5180722891564, 945.8072289156626]]",20181227T100004-File-22.png,20181227T100004-File-22Metadata
529,humpback,"[[1989.7951807228915, 894.0], [2021.1204819277107, 981.9518072289156]]",20181227T100004-File-22.png,20181227T100004-File-22Metadata
530,humpback,"[[2078.9518072289156, 904.8433734939758], [2119.9156626506024, 968.6987951807228]]",20181227T100004-File-22.png,20181227T100004-File-22Metadata
531,humpback,"[[2125.9397590361446, 868.6987951807228], [2165.6987951807228, 1016.8915662650602]]",20181227T100004-File-22.png,20181227T100004-File-22Metadata
532,helicopter,"[[1532.857142857143, 1043.4285714285716], [1923.3333333333335, 783.9047619047619]]",20181227T100004-File-26.png,20181227T100004-File-26Metadata
533,airplane,"[[786.1807228915662, 107.25301204819277], [1027.1445783132529, 1055.44578313253]]",20181227T100004-File-29.png,20181227T100004-File-29Metadata
534,airplane,"[[534.3734939759036, 100.02409638554212], [727.144578313253, 1060.2650602409637]]",20181227T100004-File-6.png,20181227T100004-File-6Metadata
535,humpback,"[[731.9638554216867, 722.9156626506024], [798.2289156626505, 659.0602409638553]]",20181227T100004-File-6.png,20181227T100004-File-6Metadata
536,humpback,"[[1595.8192771084337, 678.3373493975903], [1665.6987951807228, 744.6024096385541]]",20181227T100004-File-6.png,20181227T100004-File-6Metadata
537,humpback,"[[1395.8192771084337, 663.8795180722891], [1439.1927710843372, 525.3253012048192]]",20181227T100004-File-6.png,20181227T100004-File-6Metadata
538,fish,"[[317.5060240963855, 191.59036144578312], [518.710843373494, 987.9759036144578]]",20181227T100004-File-6.png,20181227T100004-File-6Metadata
539,humpback,"[[869.3132530120481, 989.1807228915661], [922.3253012048192, 669.9036144578313]]",20181227T100004-File-6.png,20181227T100004-File-6Metadata
540,humpback,"[[998.2289156626505, 922.9156626506024], [1054.855421686747, 668.6987951807229]]",20181227T100004-File-6.png,20181227T100004-File-6Metadata
541,humpback,"[[1153.6506024096384, 944.602409638554], [1134.3734939759036, 692.7951807228915]]",20181227T100004-File-6.png,20181227T100004-File-6Metadata
542,humpback,"[[1231.9638554216867, 937.3734939759036], [1286.1807228915661, 647.012048192771]]",20181227T100004-File-6.png,20181227T100004-File-6Metadata
543,humpback,"[[1747.6265060240962, 945.8072289156626], [1788.590361445783, 669.9036144578313]]",20181227T100004-File-6.png,20181227T100004-File-6Metadata
544,humpback,"[[1859.6746987951806, 933.7590361445782], [1912.6867469879517, 703.6385542168674]]",20181227T100004-File-6.png,20181227T100004-File-6Metadata
545,humpback,"[[1988.590361445783, 916.8915662650602], [2028.3493975903614, 771.1084337349397]]",20181227T100004-File-6.png,20181227T100004-File-6Metadata
546,humpback,"[[2045.2168674698792, 916.8915662650602], [2076.5421686746986, 777.1325301204819]]",20181227T100004-File-6.png,20181227T100004-File-6Metadata
547,humpback,"[[325.93975903614455, 939.7831325301204], [380.15662650602405, 674.7228915662649]]",20181227T113004-File-8.png,20181227T113004-File-8Metadata
548,humpback,"[[450.0361445783132, 944.602409638554], [511.48192771084337, 665.0843373493975]]",20181227T113004-File-8.png,20181227T113004-File-8Metadata
549,humpback,"[[795.8192771084337, 766.2891566265059], [868.1084337349397, 687.9759036144577]]",20181227T113004-File-8.png,20181227T113004-File-8Metadata
550,humpback,"[[950.0361445783132, 953.036144578313], [1010.2771084337348, 713.2771084337348]]",20181227T113004-File-8.png,20181227T113004-File-8Metadata
551,humpback,"[[1074.1325301204818, 948.2168674698794], [1137.987951807229, 775.9277108433735]]",20181227T113004-File-8.png,20181227T113004-File-8Metadata
552,humpback,"[[1718.7108433734938, 762.6746987951807], [1766.9036144578313, 697.6144578313252]]",20181227T113004-File-8.png,20181227T113004-File-8Metadata
553,humpback,"[[1222.3253012048192, 944.602409638554], [1259.6746987951806, 854.2409638554216]]",20181227T113004-File-8.png,20181227T113004-File-8Metadata
554,humpback,"[[1274.1325301204818, 969.9036144578313], [1307.867469879518, 898.8192771084337]]",20181227T113004-File-8.png,20181227T113004-File-8Metadata
555,humpback,"[[1877.7469879518071, 959.0602409638552], [1925.9397590361443, 863.8795180722891]]",20181227T113004-File-8.png,20181227T113004-File-8Metadata
556,humpback,"[[1962.0843373493974, 873.5180722891566], [2007.867469879518, 930.1445783132529]]",20181227T113004-File-8.png,20181227T113004-File-8Metadata
557,humpback,"[[2052.44578313253, 947.0120481927711], [2095.8192771084337, 902.433734939759]]",20181227T113004-File-8.png,20181227T113004-File-8Metadata
558,humpback,"[[1345.2168674698794, 889.1807228915661], [1389.7951807228915, 960.2650602409637]]",20181227T113004-File-8.png,20181227T113004-File-8Metadata
559,humpback,"[[1400.6385542168673, 902.433734939759], [1442.8072289156626, 984.3614457831325]]",20181227T113004-File-8.png,20181227T113004-File-8Metadata
560,humpback,"[[2056.666666666667, 148.1904761904762], [2128.095238095238, 93.42857142857144]]",20181227T113004-File-8.png,20181227T113004-File-8Metadata
561,humpback,"[[698.1081081081081, 570.3243243243244], [767.0270270270271, 641.9459459459459]]",20181227T130004-File-11.png,20181227T130004-File-11Metadata
562,humpback,"[[854.8648648648649, 671.6756756756757], [956.2162162162163, 779.7837837837837]]",20181227T130004-File-11.png,20181227T130004-File-11Metadata
563,humpback,"[[1638.6486486486488, 546.0], [1688.6486486486488, 629.7837837837837]]",20181227T130004-File-11.png,20181227T130004-File-11Metadata
564,humpback,"[[1699.4594594594594, 508.1621621621622], [1756.2162162162163, 685.1891891891892]]",20181227T130004-File-11.png,20181227T130004-File-11Metadata
565,humpback,"[[1830.5405405405406, 755.4594594594594], [1911.6216216216217, 677.081081081081]]",20181227T130004-File-11.png,20181227T130004-File-11Metadata
566,humpback,"[[466.1904761904762, 681.5238095238095], [401.9047619047619, 967.2380952380952]]",20181227T130004-File-11.png,20181227T130004-File-11Metadata
567,humpback,"[[594.7619047619048, 705.3333333333334], [547.1428571428571, 941.047619047619]]",20181227T130004-File-11.png,20181227T130004-File-11Metadata
568,humpback,"[[1097.1428571428573, 700.5714285714286], [1044.7619047619048, 936.2857142857143]]",20181227T130004-File-11.png,20181227T130004-File-11Metadata
569,humpback,"[[1537.6190476190477, 907.7142857142858], [1470.952380952381, 988.6666666666667]]",20181227T130004-File-11.png,20181227T130004-File-11Metadata
570,humpback,"[[1387.6190476190477, 893.4285714285716], [1323.3333333333335, 962.4761904761906]]",20181227T130004-File-11.png,20181227T130004-File-11Metadata
571,humpback,"[[754.2857142857143, 455.33333333333337], [813.8095238095239, 650.5714285714286]]",20181227T130004-File-11.png,20181227T130004-File-11Metadata
572,helicopter,"[[706.6666666666667, 650.5714285714286], [992.3809523809524, 1050.5714285714287]]",20181228T100004-File-10.png,20181228T100004-File-10Metadata
573,humpback,"[[788.5903614457831, 642.1927710843373], [869.3132530120481, 586.7710843373493]]",20181229T040004-File-17.png,20181229T040004-File-17Metadata
574,humpback,"[[1468.1084337349396, 648.2168674698794], [1540.3975903614457, 589.1807228915662]]",20181229T040004-File-17.png,20181229T040004-File-17Metadata
575,fish,"[[607.867469879518, 92.79518072289153], [706.6626506024096, 1018.0963855421685]]",20181229T053004-File-22.png,20181229T053004-File-22Metadata
576,fish,"[[812.6867469879518, 98.81927710843371], [899.433734939759, 1000.024096385542]]",20181229T053004-File-22.png,20181229T053004-File-22Metadata
577,mooring,"[[2032.857142857143, 743.4285714285714], [2099.5238095238096, 886.2857142857142]]",20181229T053004-File-22.png,20181229T053004-File-22Metadata
578,fish,"[[518.710843373494, 95.20481927710841], [736.7831325301204, 1031.3493975903614]]",20181229T130004-File-9.png,20181229T130004-File-9Metadata
579,humpback,"[[829.5542168674698, 651.8313253012047], [889.7951807228915, 591.5903614457831]]",20181229T130004-File-9.png,20181229T130004-File-9Metadata
580,humpback,"[[1513.8915662650602, 660.2650602409637], [1580.156626506024, 581.9518072289156]]",20181229T130004-File-9.png,20181229T130004-File-9Metadata
581,fish,"[[1987.6190476190477, 183.90476190476193], [2170.952380952381, 931.5238095238096]]",20181229T130004-File-9.png,20181229T130004-File-9Metadata
582,humpback,"[[554.8554216867469, 619.301204819277], [603.0481927710842, 555.4457831325301]]",20181229T143004-File-9.png,20181229T143004-File-9Metadata
583,humpback,"[[1368.1084337349396, 631.3493975903614], [1418.7108433734938, 563.8795180722891]]",20181229T143004-File-9.png,20181229T143004-File-9Metadata
584,humpback,"[[2098.2289156626503, 621.710843373494], [2166.9036144578313, 561.4698795180723]]",20181229T143004-File-9.png,20181229T143004-File-9Metadata
585,humpback,"[[421.1204819277108, 524.1204819277108], [481.36144578313247, 448.2168674698795]]",20181231T040004-File-17.png,20181231T040004-File-17Metadata
586,humpback,"[[589.7951807228915, 687.9759036144577], [652.4457831325301, 584.3614457831325]]",20181231T040004-File-17.png,20181231T040004-File-17Metadata
587,humpback,"[[1135.5783132530119, 519.301204819277], [1193.4096385542168, 415.6867469879518]]",20181231T040004-File-17.png,20181231T040004-File-17Metadata
588,humpback,"[[1298.2289156626505, 663.8795180722891], [1354.855421686747, 603.6385542168674]]",20181231T040004-File-17.png,20181231T040004-File-17Metadata
589,humpback,"[[2039.192771084337, 579.5421686746987], [2093.4096385542166, 527.7349397590361]]",20181231T040004-File-17.png,20181231T040004-File-17Metadata
590,flow noise,"[[1089.7951807228915, 1061.4698795180723], [1156.6666666666667, 967.2380952380952]]",20181231T040004-File-17.png,20181231T040004-File-17Metadata
591,humpback,"[[1128.3493975903614, 561.4698795180723], [1172.9277108433735, 436.16867469879514]]",20181231T070004-File-8.png,20181231T070004-File-8Metadata
592,humpback,"[[1283.7710843373493, 696.4096385542168], [1341.602409638554, 619.301204819277]]",20181231T070004-File-8.png,20181231T070004-File-8Metadata
593,humpback,"[[1835.5783132530119, 536.1686746987951], [1884.9759036144576, 451.83132530120474]]",20181231T070004-File-8.png,20181231T070004-File-8Metadata
594,humpback,"[[1994.6144578313251, 715.6867469879518], [2065.6987951807228, 533.7590361445782]]",20181231T070004-File-8.png,20181231T070004-File-8Metadata
595,humpback,"[[359.04761904761904, 345.80952380952385], [313.8095238095238, 572.0]]",20181231T070004-File-8.png,20181231T070004-File-8Metadata
596,humpback,"[[1394.6144578313251, 563.8795180722891], [1457.2650602409637, 466.2891566265059]]",20181231T083004-File-6.png,20181231T083004-File-6Metadata
597,humpback,"[[1547.6265060240962, 724.1204819277108], [1618.7108433734938, 615.6867469879518]]",20181231T083004-File-6.png,20181231T083004-File-6Metadata
598,humpback,"[[488.5903614457831, 596.4096385542168], [558.4698795180723, 414.48192771084337]]",20181231T083004-File-6.png,20181231T083004-File-6Metadata
599,humpback,"[[411.48192771084337, 387.9759036144578], [448.8313253012048, 310.867469879518]]",20190104T040004-File-25.png,20190104T040004-File-25Metadata
600,humpback,"[[507.867469879518, 644.6024096385541], [575.3373493975903, 469.9036144578313]]",20190104T040004-File-25.png,20190104T040004-File-25Metadata
601,humpback,"[[584.9759036144578, 461.4698795180723], [625.9397590361446, 571.1084337349397]]",20190104T040004-File-25.png,20190104T040004-File-25Metadata
602,humpback,"[[692.2048192771084, 365.0843373493975], [724.7349397590361, 306.04819277108425]]",20190104T040004-File-25.png,20190104T040004-File-25Metadata
603,humpback,"[[669.3132530120481, 745.8072289156626], [735.578313253012, 675.9277108433735]]",20190104T040004-File-25.png,20190104T040004-File-25Metadata
604,humpback,"[[1503.0481927710841, 773.5180722891565], [1580.156626506024, 706.0481927710842]]",20190104T040004-File-25.png,20190104T040004-File-25Metadata
605,humpback,"[[1313.8915662650602, 656.6506024096385], [1359.6746987951806, 530.144578313253]]",20190104T040004-File-25.png,20190104T040004-File-25Metadata
606,humpback,"[[321.12048192771084, 967.4939759036145], [362.0843373493976, 650.6265060240963]]",20190104T040004-File-25.png,20190104T040004-File-25Metadata
607,humpback,"[[362.0843373493976, 949.4216867469879], [413.8915662650602, 633.7590361445782]]",20190104T040004-File-25.png,20190104T040004-File-25Metadata
608,humpback,"[[1630.7590361445782, 956.6506024096384], [1684.9759036144576, 810.867469879518]]",20190104T040004-File-25.png,20190104T040004-File-25Metadata
609,humpback,"[[1752.4457831325299, 942.1927710843372], [1799.4337349397588, 844.602409638554]]",20190104T040004-File-25.png,20190104T040004-File-25Metadata
610,humpback,"[[1839.1927710843372, 938.5783132530119], [1945.2168674698794, 843.3975903614457]]",20190104T040004-File-25.png,20190104T040004-File-25Metadata
611,humpback,"[[1968.1084337349396, 949.4216867469879], [2047.6265060240962, 866.2891566265059]]",20190104T040004-File-25.png,20190104T040004-File-25Metadata
612,humpback,"[[2051.2409638554213, 957.8554216867469], [2109.0722891566265, 854.2409638554216]]",20190104T040004-File-25.png,20190104T040004-File-25Metadata
613,humpback,"[[2124.734939759036, 961.4698795180723], [2160.879518072289, 875.9277108433735]]",20190104T040004-File-25.png,20190104T040004-File-25Metadata
614,humpback,"[[813.8095238095239, 726.7619047619048], [856.6666666666667, 948.1904761904761]]",20190104T040004-File-25.png,20190104T040004-File-25Metadata
615,humpback,"[[906.6666666666667, 674.3809523809524], [961.4285714285714, 957.7142857142858]]",20190104T040004-File-25.png,20190104T040004-File-25Metadata
616,humpback,"[[1087.6190476190477, 622.0], [1025.7142857142858, 833.9047619047619]]",20190104T040004-File-25.png,20190104T040004-File-25Metadata
617,humpback,"[[808.918918918919, 621.6756756756757], [918.3783783783784, 490.5945945945946]]",20190104T053004-File-3.png,20190104T053004-File-3Metadata
618,humpback,"[[837.2972972972973, 358.1621621621622], [903.5135135135135, 205.45945945945948]]",20190104T053004-File-3.png,20190104T053004-File-3Metadata
619,humpback,"[[1645.4054054054054, 383.8378378378378], [1708.918918918919, 281.1351351351351]]",20190104T053004-File-3.png,20190104T053004-File-3Metadata
620,humpback,"[[1629.1891891891892, 632.4864864864865], [1731.8918918918919, 533.8378378378378]]",20190104T053004-File-3.png,20190104T053004-File-3Metadata
621,humpback,"[[1003.5135135135135, 733.8378378378379], [1052.162162162162, 808.1621621621621]]",20190104T053004-File-3.png,20190104T053004-File-3Metadata
622,humpback,"[[1815.6756756756756, 790.5945945945946], [1868.3783783783783, 736.5405405405406]]",20190104T053004-File-3.png,20190104T053004-File-3Metadata
623,mooring,"[[1801.904761904762, 807.7142857142858], [1875.7142857142858, 931.5238095238096]]",20190104T053004-File-3.png,20190104T053004-File-3Metadata
624,humpback,"[[894.6144578313252, 634.9638554216867], [968.1084337349397, 540.9879518072288]]",20190104T130004-File-26.png,20190104T130004-File-26Metadata
625,humpback,"[[1846.4216867469877, 636.1686746987951], [1915.0963855421685, 534.9638554216867]]",20190104T130004-File-26.png,20190104T130004-File-26Metadata
626,humpback,"[[759.6746987951807, 632.5542168674698], [837.9879518072288, 463.8795180722891]]",20190105T100004-File-13.png,20190105T100004-File-13Metadata
627,humpback,"[[894.7619047619048, 636.2857142857143], [1004.2857142857143, 407.7142857142858]]",20190105T100004-File-13.png,20190105T100004-File-13Metadata
628,humpback,"[[1507.867469879518, 628.9397590361446], [1582.5662650602408, 507.25301204819266]]",20190105T100004-File-13.png,20190105T100004-File-13Metadata
629,humpback,"[[1739.1927710843372, 621.710843373494], [1822.3253012048192, 532.5542168674698]]",20190105T100004-File-13.png,20190105T100004-File-13Metadata
630,humpback,"[[346.4216867469879, 706.0481927710842], [470.95238095238096, 876.7619047619048]]",20190105T100004-File-13.png,20190105T100004-File-13Metadata
631,humpback,"[[940.3975903614457, 759.0602409638553], [1037.987951807229, 887.9759036144578]]",20190105T100004-File-13.png,20190105T100004-File-13Metadata
632,humpback,"[[1068.1084337349396, 760.2650602409637], [1141.602409638554, 700.0240963855421]]",20190105T100004-File-13.png,20190105T100004-File-13Metadata
633,humpback,"[[1092.3809523809525, 731.5238095238095], [1245.2168674698794, 887.9759036144578]]",20190105T100004-File-13.png,20190105T100004-File-13Metadata
634,humpback,"[[1123.5301204819277, 868.6987951807228]]",20190105T100004-File-13.png,20190105T100004-File-13Metadata
635,humpback,"[[1697.142857142857, 719.6190476190477], [1812.6867469879517, 878.3373493975903]]",20190105T100004-File-13.png,20190105T100004-File-13Metadata
636,humpback,"[[1874.1325301204818, 756.6506024096385], [1982.5662650602408, 895.2048192771083]]",20190105T100004-File-13.png,20190105T100004-File-13Metadata
637,humpback,"[[1928.4354561101545, 750.7125645438898], [1979.037865748709, 703.7246127366609]]",20190105T100004-File-13.png,20190105T100004-File-13Metadata
638,humpback,"[[423.33333333333337, 752.952380952381], [511.62162162162167, 631.1351351351351]]",20190105T113004-File-20.png,20190105T113004-File-20Metadata
639,humpback,"[[326.4864864864865, 416.2702702702703], [381.8918918918919, 544.6486486486486]]",20190105T113004-File-20.png,20190105T113004-File-20Metadata
640,humpback,"[[576.4864864864865, 805.4594594594594], [625.1351351351351, 716.2702702702703]]",20190105T113004-File-20.png,20190105T113004-File-20Metadata
641,humpback,"[[712.972972972973, 800.0540540540542], [767.0270270270271, 710.8648648648649]]",20190105T113004-File-20.png,20190105T113004-File-20Metadata
642,humpback,"[[856.2162162162163, 827.081081081081], [902.1621621621622, 718.972972972973]]",20190105T113004-File-20.png,20190105T113004-File-20Metadata
643,humpback,"[[931.8918918918919, 871.6756756756756], [1014.3243243243244, 727.081081081081]]",20190105T113004-File-20.png,20190105T113004-File-20Metadata
644,humpback,"[[902.1621621621622, 881.1351351351352], [941.3513513513514, 921.6756756756756]]",20190105T113004-File-20.png,20190105T113004-File-20Metadata
645,humpback,"[[988.6486486486486, 632.4864864864865], [1104.2857142857142, 472.0]]",20190105T113004-File-20.png,20190105T113004-File-20Metadata
646,humpback,"[[1130.5405405405406, 625.7297297297298], [1230.4761904761906, 476.7619047619048]]",20190105T113004-File-20.png,20190105T113004-File-20Metadata
647,humpback,"[[1158.918918918919, 774.3783783783783], [1229.1891891891892, 714.918918918919]]",20190105T113004-File-20.png,20190105T113004-File-20Metadata
648,humpback,"[[1312.972972972973, 812.2162162162163], [1399.4594594594594, 629.7837837837837]]",20190105T113004-File-20.png,20190105T113004-File-20Metadata
649,humpback,"[[1485.945945945946, 802.7567567567567], [1521.081081081081, 718.972972972973]]",20190105T113004-File-20.png,20190105T113004-File-20Metadata
650,humpback,"[[1610.2702702702702, 800.0540540540542], [1671.081081081081, 717.6216216216217]]",20190105T113004-File-20.png,20190105T113004-File-20Metadata
651,humpback,"[[1761.6216216216217, 812.2162162162163], [1810.2702702702702, 740.5945945945946]]",20190105T113004-File-20.png,20190105T113004-File-20Metadata
652,humpback,"[[1899.4594594594596, 568.972972972973], [1967.027027027027, 617.6216216216217]]",20190105T113004-File-20.png,20190105T113004-File-20Metadata
653,humpback,"[[1908.918918918919, 814.918918918919], [1958.918918918919, 731.1351351351352]]",20190105T113004-File-20.png,20190105T113004-File-20Metadata
654,humpback,"[[2056.2162162162163, 789.2432432432433], [2154.864864864865, 685.1891891891892]]",20190105T113004-File-20.png,20190105T113004-File-20Metadata
655,humpback,"[[2080.5405405405404, 517.6216216216217], [2173.7837837837837, 628.4324324324324]]",20190105T113004-File-20.png,20190105T113004-File-20Metadata
656,humpback,"[[431.96385542168673, 647.012048192771], [530.7590361445783, 456.6506024096385]]",20190105T113004-File-5.png,20190105T113004-File-5Metadata
657,humpback,"[[589.7951807228915, 656.6506024096385], [635.578313253012, 498.81927710843365]]",20190105T113004-File-5.png,20190105T113004-File-5Metadata
658,humpback,"[[892.2048192771084, 613.2771084337348], [954.8554216867469, 495.2048192771084]]",20190105T113004-File-5.png,20190105T113004-File-5Metadata
659,humpback,"[[969.3132530120481, 484.36144578313247], [1029.55421686747, 578.3373493975903]]",20190105T113004-File-5.png,20190105T113004-File-5Metadata
660,humpback,"[[1352.44578313253, 630.144578313253], [1429.5542168674697, 472.3132530120481]]",20190105T113004-File-5.png,20190105T113004-File-5Metadata
661,humpback,"[[351.2409638554217, 821.7108433734938], [392.2048192771084, 691.5903614457831]]",20190105T113004-File-5.png,20190105T113004-File-5Metadata
662,humpback,"[[421.1204819277108, 820.5060240963855], [452.4457831325301, 693.9999999999999]]",20190105T113004-File-5.png,20190105T113004-File-5Metadata
663,humpback,"[[487.38554216867465, 865.0843373493974], [517.5060240963855, 686.7710843373493]]",20190105T113004-File-5.png,20190105T113004-File-5Metadata
664,humpback,"[[565.6987951807229, 826.5301204819277], [606.6626506024096, 685.5662650602409]]",20190105T113004-File-5.png,20190105T113004-File-5Metadata
665,humpback,"[[628.3493975903614, 827.734939759036], [656.0602409638553, 691.5903614457831]]",20190105T113004-File-5.png,20190105T113004-File-5Metadata
666,humpback,"[[659.6746987951807, 849.4216867469879], [695.8192771084337, 748.2168674698794]]",20190105T113004-File-5.png,20190105T113004-File-5Metadata
667,humpback,"[[715.0963855421686, 818.0963855421685], [752.4457831325301, 647.012048192771]]",20190105T113004-File-5.png,20190105T113004-File-5Metadata
668,humpback,"[[747.6265060240963, 828.9397590361446], [781.3614457831325, 736.1686746987951]]",20190105T113004-File-5.png,20190105T113004-File-5Metadata
669,humpback,"[[809.0722891566264, 827.734939759036], [845.2168674698794, 612.0722891566264]]",20190105T113004-File-5.png,20190105T113004-File-5Metadata
670,humpback,"[[901.8433734939758, 819.301204819277], [931.9638554216866, 627.734939759036]]",20190105T113004-File-5.png,20190105T113004-File-5Metadata
671,humpback,"[[984.9759036144577, 810.867469879518], [1024.734939759036, 639.7831325301204]]",20190105T113004-File-5.png,20190105T113004-File-5Metadata
